city,rent_weekly,income_weekly,transport_weekly,grocery_weekly,tuition_weekly,study_hours,work_hours,commute_hours,total_expenses,savings_weekly,financial_stress
Brisbane,401,654,21,59,140,32,13,1.5960722300279515,621,33,1
Melbourne,506,188,33,90,180,43,15,1.8805376701365737,809,-621,1
Melbourne,530,209,52,76,274,23,6,1.8941531190560408,932,-723,1
Sydney,465,470,54,109,321,41,11,1.1934395333332535,949,-479,1
Melbourne,597,584,58,122,202,30,13,1.6897312770737267,979,-395,1
Melbourne,409,557,39,101,153,38,3,1.6769005541692557,702,-145,1
Sydney,250,535,21,77,282,30,3,1.4710680530696425,630,-95,1
Melbourne,317,227,38,114,194,31,17,2.5516884585026762,663,-436,1
Melbourne,400,343,56,66,246,30,2,1.6279100092189898,768,-425,1
Sydney,576,434,37,144,161,25,0,2.0091113112649697,918,-484,1
Sydney,238,676,35,93,198,31,16,2.7388003009520654,564,112,0
Sydney,227,673,23,59,192,46,6,2.6655840571473064,501,172,0
Brisbane,458,305,31,112,286,28,15,2.726055509447913,887,-582,1
Brisbane,283,489,48,142,164,44,4,1.1750124911625348,637,-148,1
Sydney,354,274,26,131,167,29,18,0.587456220770157,678,-404,1
Sydney,316,429,33,96,127,22,6,1.152666999738323,572,-143,1
Sydney,201,277,31,87,117,22,13,1.1967683640517717,436,-159,1
Brisbane,292,463,54,119,125,39,1,2.77340081681242,590,-127,1
Brisbane,365,481,24,125,203,47,2,2.1231068320949267,717,-236,1
Melbourne,586,299,36,102,246,42,16,0.704259899005572,970,-671,1
Melbourne,599,603,51,127,154,35,15,0.8384464900277528,931,-328,1
Sydney,549,185,29,93,218,22,7,0.8891903138549385,889,-704,1
Brisbane,495,569,36,123,223,29,17,2.076054370422308,877,-308,1
Brisbane,457,171,24,103,284,43,14,2.3385350637675075,868,-697,1
Brisbane,280,355,28,69,233,30,6,2.64910977641349,610,-255,1
Sydney,467,505,52,128,228,27,8,2.8515913770156076,875,-370,1
Melbourne,434,589,55,80,107,25,5,1.0042613934661044,676,-87,1
Sydney,520,245,55,56,324,39,17,1.2744312118101226,955,-710,1
Melbourne,510,313,37,107,150,30,17,1.1008072018620767,804,-491,1
Melbourne,500,297,28,59,334,47,13,1.3969039186653442,921,-624,1
Sydney,556,679,48,59,184,46,13,2.7866627685593737,847,-168,1
Melbourne,412,443,33,88,315,40,13,1.9377814173484038,848,-405,1
Melbourne,261,344,44,77,124,31,3,2.3454797433112478,506,-162,1
Brisbane,248,629,34,79,274,35,3,1.725298090316955,635,-6,1
Melbourne,326,272,25,86,282,37,14,0.5721447833403113,719,-447,1
Sydney,422,549,48,116,291,32,14,0.6604887149945358,877,-328,1
Sydney,478,601,34,92,348,41,17,1.8448075781697144,952,-351,1
Melbourne,493,253,48,128,334,22,13,2.296972587050064,1003,-750,1
Brisbane,483,611,23,134,182,34,0,1.0383263188218288,822,-211,1
Brisbane,476,545,37,101,192,41,9,2.3047739349807603,806,-261,1
Melbourne,306,486,58,105,216,47,19,2.526664433708781,685,-199,1
Melbourne,345,291,35,125,237,40,9,1.5297436959052781,742,-451,1
Sydney,298,466,30,117,155,33,9,2.3660480821102623,600,-134,1
Melbourne,574,676,33,58,111,37,1,1.5100748758211497,776,-100,1
Brisbane,272,550,22,141,260,47,7,2.19587657363755,695,-145,1
Melbourne,321,459,57,72,219,48,0,2.4099926232988578,669,-210,1
Sydney,229,644,37,112,170,33,0,2.979816545770277,548,96,0
Sydney,387,258,39,110,116,24,3,1.3634916551589902,652,-394,1
Sydney,563,521,44,89,288,40,6,1.5276019514365287,984,-463,1
Sydney,553,355,57,93,221,33,8,0.9140501485254283,924,-569,1
Sydney,487,192,32,135,223,44,15,1.0101826460045173,877,-685,1
Melbourne,394,394,23,73,109,46,4,2.233487506495944,599,-205,1
Melbourne,355,436,33,100,130,27,1,2.7926139753861903,618,-182,1
Melbourne,371,504,52,107,159,47,10,1.4865123791531014,689,-185,1
Melbourne,534,625,47,139,169,47,17,0.949611117088853,889,-264,1
Sydney,240,232,56,143,116,42,18,1.2127487484574853,555,-323,1
Brisbane,262,259,27,82,149,34,12,1.6376292620203465,520,-261,1
Melbourne,222,339,53,65,136,47,10,1.2266258234134209,476,-137,1
Brisbane,559,400,24,71,309,48,19,1.0839477078046658,963,-563,1
Melbourne,274,440,24,106,289,34,18,2.339961221892699,693,-253,1
Melbourne,247,350,50,111,317,49,16,0.519612303101558,725,-375,1
Brisbane,359,475,28,131,340,38,4,1.848076318341208,858,-383,1
Sydney,512,660,51,120,217,45,12,2.4844170175743847,900,-240,1
Melbourne,317,558,52,139,307,39,19,1.1655707157936706,815,-257,1
Melbourne,299,657,22,121,299,25,0,2.0082287765300433,741,-84,1
Melbourne,579,221,49,119,315,38,9,2.1722502640465446,1062,-841,1
Brisbane,366,396,31,79,304,46,7,2.137561741012725,780,-384,1
Sydney,489,493,48,72,256,44,7,1.6146240854967941,865,-372,1
Brisbane,355,203,22,81,259,27,18,1.366444969689448,717,-514,1
Brisbane,206,677,45,135,315,25,5,2.5898101825695337,701,-24,1
Sydney,395,681,49,106,179,39,11,2.3961148924996607,729,-48,1
Brisbane,255,342,28,58,110,42,6,1.3031379335347812,451,-109,1
Sydney,520,207,45,80,323,48,15,0.7575479861055152,968,-761,1
Melbourne,392,586,21,120,233,34,8,0.679518863613673,766,-180,1
Sydney,246,260,22,58,222,46,9,0.7356899447473402,548,-288,1
Melbourne,347,278,23,62,134,22,9,1.9571734029801071,566,-288,1
Brisbane,474,475,44,107,132,29,9,0.6291554395724742,757,-282,1
Brisbane,356,157,32,52,117,34,19,1.3423171874100959,557,-400,1
Melbourne,401,178,58,84,264,43,15,2.3829992547855734,807,-629,1
Brisbane,325,261,54,146,112,35,0,1.2358704162884453,637,-376,1
Sydney,594,280,42,70,301,36,16,2.4082701929503245,1007,-727,1
Melbourne,504,337,28,113,328,38,13,2.3636675955176383,973,-636,1
Brisbane,568,624,21,144,189,30,18,1.1145678315830407,922,-298,1
Melbourne,493,513,50,101,209,35,16,2.3220554502318635,853,-340,1
Sydney,263,353,21,83,308,24,13,2.369441595680252,675,-322,1
Sydney,524,361,51,145,291,24,7,1.4936348141675673,1011,-650,1
Brisbane,591,425,37,84,100,45,8,1.0260512093537955,812,-387,1
Sydney,375,222,32,64,162,33,7,1.8031770172296728,633,-411,1
Melbourne,315,392,24,145,316,37,12,2.803493970000491,800,-408,1
Sydney,403,251,29,55,133,45,16,2.099041831080155,620,-369,1
Melbourne,520,320,44,134,202,27,18,0.932306244068153,900,-580,1
Melbourne,230,337,53,146,109,24,6,2.2068923118337995,538,-201,1
Sydney,587,590,56,81,227,26,16,1.5680075682045864,951,-361,1
Brisbane,312,235,49,101,311,35,0,1.9788219933884326,773,-538,1
Sydney,564,625,26,132,106,42,4,2.3351600875577696,828,-203,1
Melbourne,524,201,25,146,155,33,5,1.787368378786112,850,-649,1
Melbourne,575,260,22,77,179,24,1,2.5349599364332716,853,-593,1
Sydney,543,192,32,144,264,43,15,2.3053889482915695,983,-791,1
Brisbane,266,360,22,134,256,28,4,2.0376833500462768,678,-318,1
Brisbane,274,349,45,147,111,23,4,0.8769820395808787,577,-228,1
Melbourne,244,175,43,113,244,23,11,2.589872777278921,644,-469,1
Melbourne,459,448,25,128,147,35,2,2.83976396329954,759,-311,1
Brisbane,353,226,31,127,311,43,15,0.842412809523237,822,-596,1
Sydney,354,286,55,68,125,36,5,1.7206028235835764,602,-316,1
Melbourne,562,169,21,64,211,34,14,1.1472218549262612,858,-689,1
Melbourne,433,589,30,55,310,23,14,2.3863082685639116,828,-239,1
Brisbane,250,360,58,122,221,25,15,2.30407409001175,651,-291,1
Sydney,505,584,53,133,338,35,19,0.8522128014259968,1029,-445,1
Brisbane,461,356,45,147,111,48,12,2.692568178154093,764,-408,1
Sydney,514,588,37,87,248,23,11,0.9524326599450057,886,-298,1
Sydney,324,191,40,75,141,25,9,2.4931475641202687,580,-389,1
Sydney,598,560,55,131,160,24,13,1.6424508990700122,944,-384,1
Melbourne,444,672,59,141,157,35,1,1.320680733895378,801,-129,1
Brisbane,229,576,41,100,281,49,2,0.8955981566855338,651,-75,1
Brisbane,321,424,49,122,133,44,8,0.9190356403665735,625,-201,1
Sydney,324,597,49,145,106,35,10,2.154726386752251,624,-27,1
Melbourne,236,518,27,102,208,29,10,1.8760759698678013,573,-55,1
Melbourne,369,369,53,105,134,28,9,0.8052135541280818,661,-292,1
Brisbane,323,381,28,108,114,23,13,0.781744651095813,573,-192,1
Melbourne,556,477,39,119,292,48,8,0.6807764369319786,1006,-529,1
Melbourne,234,592,59,127,317,33,19,2.35941836843386,737,-145,1
Sydney,286,201,44,141,326,23,9,2.279705213073223,797,-596,1
Melbourne,333,525,38,107,124,31,8,0.6460774771364379,602,-77,1
Sydney,395,412,24,137,333,43,4,1.9006751889924325,889,-477,1
Brisbane,473,416,30,62,158,29,7,0.7116903881067247,723,-307,1
Melbourne,400,508,34,92,178,23,10,2.759364426522354,704,-196,1
Brisbane,568,466,27,125,185,37,0,2.767793547950331,905,-439,1
Brisbane,484,473,38,100,233,32,9,2.2455824745328252,855,-382,1
Melbourne,276,570,42,68,279,32,0,2.815472303598625,665,-95,1
Melbourne,258,195,46,70,306,33,6,2.5286325760342265,680,-485,1
Brisbane,325,418,59,140,187,37,13,2.5713464398176233,711,-293,1
Melbourne,308,530,51,132,248,20,4,1.9242696264248331,739,-209,1
Sydney,423,267,45,73,170,40,16,1.2651479955404397,711,-444,1
Sydney,477,265,46,75,220,35,5,1.044497787791054,818,-553,1
Melbourne,267,409,38,94,192,34,15,1.318000055097323,591,-182,1
Brisbane,268,224,48,77,195,41,10,2.071238575222655,588,-364,1
Melbourne,364,629,58,131,131,44,9,0.9316413395809973,684,-55,1
Melbourne,504,454,52,149,152,24,14,1.146600591593304,857,-403,1
Brisbane,596,156,38,78,158,48,6,1.670152156988661,870,-714,1
Brisbane,361,515,56,66,168,25,1,1.082625246311539,651,-136,1
Sydney,564,672,38,117,289,25,11,1.971609174290154,1008,-336,1
Brisbane,541,497,52,93,231,22,18,2.8079400711408247,917,-420,1
Sydney,508,587,35,110,185,35,11,2.3702234142578162,838,-251,1
Brisbane,578,364,42,142,117,31,15,2.1660665353722823,879,-515,1
Melbourne,542,578,26,117,326,23,5,1.956803689959447,1011,-433,1
Sydney,586,647,45,123,180,20,2,1.7198697731426622,934,-287,1
Sydney,241,689,51,74,341,23,1,0.9664096490866493,707,-18,1
Sydney,553,516,31,144,213,20,19,2.736776138567164,941,-425,1
Melbourne,308,462,27,116,283,40,4,1.1213400050320907,734,-272,1
Melbourne,250,687,24,51,123,46,10,0.7282721939454019,448,239,0
Melbourne,449,203,47,138,165,46,2,2.375037948071738,799,-596,1
Melbourne,540,690,24,98,240,27,2,0.939038835827916,902,-212,1
Melbourne,582,616,45,119,161,43,4,1.42973999885294,907,-291,1
Sydney,220,313,24,75,153,24,10,0.5707123207274494,472,-159,1
Melbourne,499,483,41,121,242,49,2,0.8426698563511201,903,-420,1
Sydney,338,696,34,148,296,45,12,0.9330090768997802,816,-120,1
Melbourne,558,497,32,76,230,21,7,0.6360253193754448,896,-399,1
Brisbane,523,422,47,138,136,31,19,2.141642391557113,844,-422,1
Sydney,584,563,52,67,136,41,9,2.592519489507793,839,-276,1
Brisbane,291,649,42,103,328,36,1,1.4332885159148523,764,-115,1
Sydney,479,242,52,50,230,26,3,2.6864411917955016,811,-569,1
Brisbane,324,228,37,110,290,30,17,1.0333664364003163,761,-533,1
Melbourne,596,366,49,52,134,23,18,1.3134760589030987,831,-465,1
Melbourne,310,507,45,117,279,24,3,0.876842482577921,751,-244,1
Melbourne,553,656,35,90,314,25,19,2.0513979885474964,992,-336,1
Sydney,338,330,32,86,223,30,8,1.549673977175767,679,-349,1
Brisbane,472,395,58,100,255,20,15,2.0332083671047467,885,-490,1
Melbourne,298,393,52,64,321,44,5,2.404187263485459,735,-342,1
Brisbane,451,655,45,57,117,29,3,1.864257540082371,670,-15,1
Brisbane,537,571,20,87,221,39,8,2.0690758872544697,865,-294,1
Melbourne,303,469,57,132,343,43,12,2.838125785985832,835,-366,1
Melbourne,413,236,21,105,263,40,8,1.2476607740221077,802,-566,1
Brisbane,448,366,25,96,260,30,5,1.397909846584883,829,-463,1
Melbourne,351,639,57,139,291,43,18,2.294258404273342,838,-199,1
Melbourne,449,668,43,59,253,36,13,2.028263792638467,804,-136,1
Melbourne,474,427,37,127,147,27,14,0.946332261349287,785,-358,1
Sydney,364,318,46,98,267,46,2,1.4403682750262254,775,-457,1
Brisbane,540,479,27,90,116,32,4,1.6695950328117874,773,-294,1
Brisbane,207,590,47,132,267,46,17,1.5484745949209735,653,-63,1
Sydney,483,540,29,79,234,39,13,0.945687020805102,825,-285,1
Brisbane,204,645,36,54,156,37,15,2.8110752294606556,450,195,0
Melbourne,344,530,48,144,107,46,13,2.4057969042349394,643,-113,1
Brisbane,300,455,25,120,227,41,8,1.7033895802696306,672,-217,1
Melbourne,363,662,33,132,216,35,14,2.2001525707670915,744,-82,1
Sydney,573,337,41,80,155,21,6,2.7432066803388047,849,-512,1
Melbourne,346,665,25,101,225,24,13,0.840435355903928,697,-32,1
Brisbane,263,576,45,137,258,37,5,1.1259326267674443,703,-127,1
Brisbane,290,651,58,147,158,22,14,1.8567531181416126,653,-2,1
Brisbane,316,409,31,72,157,46,19,2.4975259283808966,576,-167,1
Sydney,553,662,54,97,239,41,7,0.5906372386038184,943,-281,1
Sydney,466,220,33,89,275,36,1,2.9600453754909015,863,-643,1
Brisbane,509,627,41,55,258,35,7,1.6372665072059929,863,-236,1
Melbourne,372,327,42,87,207,25,0,1.3980778515543075,708,-381,1
Sydney,246,606,26,90,310,38,16,1.2318110945994296,672,-66,1
Brisbane,339,338,59,149,290,26,18,0.9358917691271791,837,-499,1
Brisbane,445,440,44,76,173,37,4,2.47893477232507,738,-298,1
Sydney,348,669,32,124,266,33,19,2.8885354118652415,770,-101,1
Sydney,445,441,40,118,303,25,15,1.5341118871134956,906,-465,1
Sydney,594,432,29,106,247,27,6,2.8810517368836406,976,-544,1
Melbourne,204,693,28,66,200,34,6,2.5594940385875855,498,195,0
Melbourne,383,526,34,120,147,34,17,1.7026278186907957,684,-158,1
Brisbane,219,305,21,140,332,34,17,2.1850654478153317,712,-407,1
Sydney,245,657,44,96,170,35,1,1.5874604479261574,555,102,0
Melbourne,211,562,32,128,215,20,14,1.896808520531381,586,-24,1
Sydney,269,677,53,62,281,30,13,0.6451158425462595,665,12,1
Brisbane,216,504,53,60,221,46,17,2.2406586882513326,550,-46,1
Melbourne,570,336,54,139,177,48,8,0.6320616112103418,940,-604,1
Melbourne,346,180,57,135,302,44,13,2.542712367299124,840,-660,1
Melbourne,353,409,22,141,298,24,4,2.5623673236513937,814,-405,1
Brisbane,503,570,25,73,128,24,10,1.0926932188905365,729,-159,1
Sydney,307,678,38,142,301,48,7,1.3091569525895006,788,-110,1
Melbourne,435,453,22,122,192,47,4,1.7032759463957332,771,-318,1
Brisbane,507,188,37,53,172,40,10,1.9916572673312036,769,-581,1
Sydney,551,638,58,95,199,25,4,1.2183841543549918,903,-265,1
Brisbane,269,691,28,67,275,21,16,1.9812160115798125,639,52,0
Sydney,382,427,31,92,173,25,3,1.244467683073247,678,-251,1
Brisbane,449,352,24,129,310,33,14,0.6387268026776517,912,-560,1
Sydney,427,215,22,82,283,30,18,0.5063188745797724,814,-599,1
Melbourne,301,257,30,142,194,23,1,0.7528776447960714,667,-410,1
Sydney,274,417,49,59,116,43,16,2.4806267504100457,498,-81,1
Brisbane,415,371,23,122,236,48,11,2.903578280958343,796,-425,1
Brisbane,598,679,24,108,336,46,16,1.5674154982030482,1066,-387,1
Sydney,402,239,20,80,196,44,9,1.781709883624857,698,-459,1
Melbourne,391,404,46,77,261,28,17,0.8671204226835654,775,-371,1
Melbourne,448,604,47,109,272,43,18,1.8775783817003926,876,-272,1
Sydney,441,402,48,52,315,22,17,0.861637255017442,856,-454,1
Sydney,378,406,37,104,108,45,12,2.0280358279970754,627,-221,1
Brisbane,418,532,31,63,234,35,13,2.8331466689521347,746,-214,1
Melbourne,281,591,32,107,243,30,15,0.989246348257599,663,-72,1
Sydney,291,239,21,138,118,46,17,2.411409295142755,568,-329,1
Melbourne,374,539,56,64,330,23,17,0.5587560570458101,824,-285,1
Sydney,438,193,35,51,233,20,15,1.4387431033040525,757,-564,1
Sydney,459,168,43,73,213,44,16,0.7768712695762726,788,-620,1
Melbourne,590,250,54,127,342,40,6,1.3811886039892487,1113,-863,1
Sydney,564,506,41,113,238,41,11,0.9338422990972088,956,-450,1
Sydney,362,691,55,120,224,35,1,1.4332624753072185,761,-70,1
Brisbane,247,182,30,149,303,38,9,1.543807015268826,729,-547,1
Sydney,528,378,48,73,160,35,4,1.251477806952296,809,-431,1
Sydney,527,673,54,76,349,30,2,2.1415548736828227,1006,-333,1
Sydney,315,304,34,86,141,45,18,2.7971301281472742,576,-272,1
Brisbane,536,572,50,143,112,27,12,1.5014884352631808,841,-269,1
Melbourne,536,395,35,140,239,42,11,0.9808578911875536,950,-555,1
Brisbane,568,554,29,88,184,20,2,1.1768068954899584,869,-315,1
Brisbane,424,690,51,112,301,45,5,2.6350020587409224,888,-198,1
Melbourne,551,310,21,128,119,47,13,1.9290993081753698,819,-509,1
Brisbane,527,266,43,75,149,40,3,1.6375275807673932,794,-528,1
Melbourne,346,420,42,114,263,45,12,0.8740918037723168,765,-345,1
Brisbane,262,636,21,53,191,28,18,1.6243182708094548,527,109,0
Melbourne,493,321,57,78,187,47,17,1.1962300083934667,815,-494,1
Sydney,522,423,50,50,168,46,2,2.857907819633373,790,-367,1
Brisbane,524,408,59,99,136,31,19,2.710175273539328,818,-410,1
Brisbane,212,284,45,135,239,41,5,0.709756354570495,631,-347,1
Brisbane,388,571,48,60,349,27,15,1.7916337231531072,845,-274,1
Brisbane,486,570,22,123,198,45,19,1.0626458637866802,829,-259,1
Sydney,407,335,33,108,224,36,2,1.5269427238107265,772,-437,1
Brisbane,313,513,44,111,267,29,11,2.6921199956286412,735,-222,1
Sydney,221,527,20,130,153,46,18,1.818786299721362,524,3,1
Sydney,548,672,22,85,229,26,18,1.3355382334268997,884,-212,1
Sydney,413,345,45,105,277,38,3,1.0197208852624926,840,-495,1
Sydney,370,247,37,139,140,44,0,2.500812148516223,686,-439,1
Melbourne,522,171,28,70,144,25,1,2.0612950384108677,764,-593,1
Melbourne,253,599,57,62,202,40,12,1.670163651065578,574,25,1
Brisbane,593,321,42,58,205,43,12,1.043710884657445,898,-577,1
Melbourne,497,532,40,60,236,43,1,1.3356159353928283,833,-301,1
Melbourne,519,283,20,124,289,47,18,2.8996085668462963,952,-669,1
Brisbane,325,575,40,119,227,47,15,1.8002248440145858,711,-136,1
Brisbane,476,174,46,50,185,38,11,1.5017482031081324,757,-583,1
Brisbane,403,652,25,119,146,37,0,1.8035551058708097,693,-41,1
Melbourne,393,334,55,126,104,34,8,2.4474712647490215,678,-344,1
Melbourne,368,234,47,135,303,21,16,1.350272341257172,853,-619,1
Brisbane,351,293,36,105,100,33,9,0.9467653023315221,592,-299,1
Sydney,234,561,59,80,143,40,17,1.9623402958476195,516,45,1
Brisbane,383,373,22,135,249,29,18,2.163010258702668,789,-416,1
Sydney,485,369,31,86,137,47,6,2.281795007396374,739,-370,1
Sydney,256,328,58,96,342,35,18,2.7049689769153242,752,-424,1
Brisbane,421,582,31,140,118,26,14,1.4279353017227825,710,-128,1
Brisbane,502,414,21,127,307,27,8,0.6883872405722296,957,-543,1
Brisbane,362,578,41,96,258,29,9,2.8958714590773553,757,-179,1
Melbourne,218,565,42,118,214,34,19,1.587529818593688,592,-27,1
Sydney,569,602,49,107,294,27,19,2.0581437741828283,1019,-417,1
Melbourne,463,346,24,85,186,32,3,2.165763307820731,758,-412,1
Melbourne,481,202,28,81,269,31,5,1.8662842717530088,859,-657,1
Brisbane,312,629,40,147,222,27,3,1.0131438243406752,721,-92,1
Melbourne,526,592,30,113,181,34,4,2.3878576252903536,850,-258,1
Brisbane,229,479,24,120,253,45,8,2.509379935760204,626,-147,1
Sydney,334,400,54,91,240,31,11,1.8824389650435995,719,-319,1
Brisbane,266,272,46,97,157,30,7,1.721402901462104,566,-294,1
Melbourne,264,536,21,123,245,38,4,0.7848454578199633,653,-117,1
Melbourne,491,488,43,130,166,33,10,0.7098791537494595,830,-342,1
Brisbane,224,497,50,79,221,46,10,1.3489121139088218,574,-77,1
Brisbane,236,178,52,70,186,37,12,1.2771153887934832,544,-366,1
Melbourne,200,184,58,109,230,32,13,2.884141127408178,597,-413,1
Sydney,598,667,49,62,154,23,7,2.4590568561085746,863,-196,1
Sydney,236,545,56,50,188,36,17,2.1498107381476497,530,15,1
Brisbane,340,443,47,114,318,38,18,1.7941202225440127,819,-376,1
Sydney,431,498,50,82,157,46,11,0.9184188268166283,720,-222,1
Melbourne,335,296,30,87,335,28,11,2.94614168046071,787,-491,1
Brisbane,588,216,42,74,162,42,17,1.437601745600525,866,-650,1
Melbourne,387,669,21,75,190,26,9,0.7673140061181121,673,-4,1
Melbourne,327,271,59,126,151,20,6,1.7344972392893652,663,-392,1
Sydney,400,489,46,108,330,26,17,2.684995029032708,884,-395,1
Brisbane,326,324,54,141,316,45,11,2.7182275044433237,837,-513,1
Brisbane,456,600,21,82,225,26,13,0.5274147901411181,784,-184,1
Sydney,363,285,58,90,123,39,14,2.7157393618784993,634,-349,1
Melbourne,234,165,56,79,171,26,15,1.1787105437496463,540,-375,1
Melbourne,393,482,40,106,108,27,1,0.5974309099210577,647,-165,1
Melbourne,390,344,24,98,209,35,17,2.6194756759071858,721,-377,1
Melbourne,303,645,40,97,264,22,11,2.659666889970521,704,-59,1
Brisbane,222,158,48,121,193,32,15,1.990577699605875,584,-426,1
Brisbane,464,483,39,98,216,29,12,1.936084393240896,817,-334,1
Sydney,489,482,57,96,182,37,19,2.5328006815535486,824,-342,1
Sydney,583,476,39,105,280,26,16,2.4657738817756996,1007,-531,1
Brisbane,459,164,44,114,179,40,17,2.72526368360676,796,-632,1
Brisbane,557,375,21,61,251,40,2,1.8818686189917586,890,-515,1
Melbourne,274,574,51,118,335,49,9,2.9191177318320216,778,-204,1
Melbourne,554,557,45,137,248,24,0,2.990367077333346,984,-427,1
Sydney,271,262,25,55,199,42,5,0.7913615249965815,550,-288,1
Brisbane,458,577,22,138,139,44,2,2.623859398885305,757,-180,1
Sydney,597,150,52,114,202,46,18,1.7495556443714726,965,-815,1
Brisbane,387,415,20,74,338,43,3,1.4689158457495803,819,-404,1
Melbourne,372,640,24,50,161,41,19,2.0326807747067877,607,33,1
Sydney,489,357,32,81,297,26,2,0.6399138931550176,899,-542,1
Sydney,244,518,38,52,168,44,7,1.7661527969176998,502,16,1
Brisbane,260,455,31,98,241,49,7,2.677226425066667,630,-175,1
Melbourne,282,161,44,68,344,46,6,1.0336537903474219,738,-577,1
Sydney,322,494,54,109,208,41,1,1.5659747369235628,693,-199,1
Melbourne,557,614,31,78,269,36,5,2.8487022192871887,935,-321,1
Sydney,215,643,49,99,277,23,15,1.5714095945142432,640,3,1
Melbourne,265,517,24,51,288,43,9,1.3959190808309958,628,-111,1
Brisbane,344,569,53,122,103,42,3,1.6013416203084456,622,-53,1
Sydney,574,320,41,105,171,35,12,1.7986319162938909,891,-571,1
Sydney,361,283,58,66,315,38,9,2.0799783603286723,800,-517,1
Melbourne,433,576,32,109,302,29,13,2.5017320022918277,876,-300,1
Melbourne,579,174,22,85,116,22,8,1.6302555144107855,802,-628,1
Sydney,343,679,39,110,213,46,10,2.543702337725351,705,-26,1
Brisbane,557,339,50,66,184,22,17,1.8343016533802015,857,-518,1
Melbourne,387,290,24,98,156,47,10,1.3462012759199442,665,-375,1
Melbourne,521,464,43,125,317,36,16,2.1448770702985356,1006,-542,1
Melbourne,212,593,59,109,206,29,1,2.2943056368587285,586,7,1
Sydney,383,468,52,69,147,36,2,1.895122439073719,651,-183,1
Sydney,310,590,27,99,271,41,10,0.6415374328368085,707,-117,1
Sydney,489,241,43,52,272,49,17,0.9247071879020623,856,-615,1
Sydney,494,328,39,92,318,49,2,1.2132443022255706,943,-615,1
Brisbane,591,205,35,106,307,36,14,1.2065640148787327,1039,-834,1
Brisbane,414,304,31,99,346,40,10,2.1835520006171762,890,-586,1
Sydney,319,260,32,117,317,23,10,0.5458716541840815,785,-525,1
Brisbane,581,286,58,130,216,40,19,2.3892044426237997,985,-699,1
Melbourne,254,381,44,99,260,42,10,1.163356187017333,657,-276,1
Melbourne,226,617,51,86,130,25,18,1.275054615540256,493,124,0
Melbourne,317,630,43,95,211,31,0,1.8197745698598107,666,-36,1
Sydney,420,217,28,91,146,44,4,1.0398140023473939,685,-468,1
Melbourne,430,398,59,64,233,41,9,2.711178283938819,786,-388,1
Brisbane,252,472,42,82,207,44,9,0.7134219483164133,583,-111,1
Sydney,494,667,32,129,171,39,13,1.6109559057526621,826,-159,1
Brisbane,520,581,51,60,170,36,1,2.6235556736372247,801,-220,1
Melbourne,432,636,34,69,261,36,3,2.0396097360530896,796,-160,1
Melbourne,357,578,55,73,207,29,1,1.2308237896065837,692,-114,1
Melbourne,468,418,24,113,152,26,17,1.5519005194411517,757,-339,1
Sydney,220,686,41,129,241,48,12,2.2667359508562868,631,55,0
Brisbane,252,297,35,143,115,35,18,2.9331518584097482,545,-248,1
Sydney,474,267,29,147,270,48,4,2.732846795948584,920,-653,1
Sydney,512,516,43,114,215,32,19,1.3560820209559419,884,-368,1
Melbourne,480,215,37,137,172,22,1,2.9954946982196438,826,-611,1
Sydney,413,519,37,137,173,21,10,0.5087616588276457,760,-241,1
Sydney,230,324,26,122,180,35,17,0.5690743895210377,558,-234,1
Melbourne,536,644,23,135,111,49,5,2.5596012879279844,805,-161,1
Sydney,382,263,45,125,227,25,9,0.99865671708263,779,-516,1
Melbourne,222,260,24,66,169,25,16,0.6519231709906022,481,-221,1
Melbourne,231,588,35,138,246,32,10,1.0928701830912555,650,-62,1
Melbourne,273,296,54,141,334,26,18,1.5652503849521504,802,-506,1
Melbourne,209,184,45,110,140,24,16,2.326415676083512,504,-320,1
Sydney,253,458,37,64,280,43,3,2.0608388163780136,634,-176,1
Melbourne,251,687,48,143,256,26,13,1.094053043901051,698,-11,1
Melbourne,347,163,42,100,297,21,19,1.758176120251461,786,-623,1
Sydney,359,523,33,76,158,36,3,2.8155352634964217,626,-103,1
Sydney,569,577,34,135,188,32,13,2.537519442459394,926,-349,1
Brisbane,213,382,52,123,348,49,3,1.3079744620794835,736,-354,1
Sydney,377,589,44,110,291,44,5,2.9556614033892408,822,-233,1
Sydney,565,651,40,107,123,40,8,2.2715510010878273,835,-184,1
Brisbane,252,424,36,80,316,47,11,0.6561233891669545,684,-260,1
Sydney,534,225,42,140,243,46,7,0.5879017832215967,959,-734,1
Sydney,221,588,36,61,279,40,3,0.9210198725250749,597,-9,1
Sydney,229,438,33,95,179,47,4,2.319639670125367,536,-98,1
Sydney,390,689,48,80,233,35,5,0.9593473146060698,751,-62,1
Brisbane,459,402,39,81,264,45,4,1.7787169230220838,843,-441,1
Sydney,404,275,49,81,312,39,18,0.7331503004520794,846,-571,1
Sydney,258,326,38,148,231,21,7,2.8022153945754877,675,-349,1
Brisbane,463,186,58,102,325,24,8,1.3599015339589189,948,-762,1
Melbourne,211,559,32,110,191,37,14,2.770330141401577,544,15,1
Brisbane,318,276,37,95,265,47,3,2.862189104776361,715,-439,1
Melbourne,489,632,42,134,268,26,8,0.515321618284202,933,-301,1
Brisbane,537,317,52,123,191,30,6,1.66033796799683,903,-586,1
Brisbane,447,443,58,129,180,44,7,0.5616401392672322,814,-371,1
